complication_id,system_id,part_id,severity_level,name,weight,normal_medicine_bonus,appearance_indicator,patient_statement_clear,patient_statement_vague,exam_method,exam_result_positive,exam_result_negative,recheck_hint_mild,recheck_hint_moderate,recheck_hint_severe,treatment_plan,requires_surgery
3030042,30,3004,0,轻度脂纹沉积,0.33,0.35,夜间胸闷发作短暂蹙眉，手捂胸骨,最近快走或急着赶路时，胸骨后偏左这一小块会闷痛一阵，位置大致在左前降支区域，疼痛轻微但能感觉到是那条供血血管在发酸，停下来几分钟就缓解,就说“心口这里有点累得慌”，有时只说胸前中央有点堵，又或者形容“一走快胸就有点酸”，很难具体说出是哪一支冠脉不舒服,CTA,狭窄<20%，提示冠状动脉功能轻度偏离，需结合体征判断,管腔顺畅，与冠状动脉常规范围一致，需结合动态观察,本次CTA未见明显脂纹沉积，但在左前降支远段可见轻度非钙化软斑块，为轻度早期粥样改变,本次CTA未示目标节段脂纹，却发现在右冠中段存在中度混合斑块，为中度动脉粥样斑块负荷,本次CTA虽未检出典型脂纹，但左主干和多支冠脉近端可见重度多发斑块，提示重度广泛冠脉病变,调脂药 + 运动,0
3030043,30,3004,0,轻度冠脉供血不足,0.32,0.4,夜间胸闷发作短暂蹙眉，手捂胸骨,每次上坡或快走时，胸骨后偏左下方会有压榨样隐痛，能描述疼痛沿着左前胸往左臂和下颌轻微放射，休息后几分钟就能缓解，明显和冠状动脉供血负荷相关,只说“一累就这块发闷”，有时指着整块胸前说心口堵得慌，疼痛范围形容得比较大，难以精确到哪一支冠脉,运动平板,ST轻压低，提示冠状动脉功能轻度偏离，需结合体征判断,波形平稳，与冠状动脉常规范围一致，需结合动态观察,本次运动试验未出现典型缺血型ST压低，但在较低负荷时出现轻度T波改变，为轻度心肌供氧失衡,本次运动试验未见目标导联特异性改变，却在多导联出现中度ST段模糊压低，为中度范围的弥漫性供血异常,本次运动试验虽未完全符合典型缺血曲线，但终点阶段多导联出现明显ST段压低与恢复延迟，提示重度运动诱发供血障碍,抗缺血药 + 生活干预,0
3030044,30,3004,1,中度冠脉结晶斑,0.6,0.65,胸痛向肩臂放散，表情痛苦大汗,这段时间胸骨后偏左中下段总是钝痛难消，能清楚说出疼痛沿左前降支走向向左肩和左臂内侧放射，活动时痛感明显加重并伴有压榨感和大汗,总说“整块左前胸像被一块硬疙瘩顶着”，一会儿指胸中央、一会儿又指腋下，说的是一大片区域被挤压，很难具体指出是哪支冠脉的哪个位置,IVUS + OCT,晶斑突入腔内，显示冠状动脉机能已明显紊乱,壁光滑，暂未见冠状动脉量化异常但症状持续,本次腔内成像未见典型结晶性斑块，但在左前降支可见轻度纤维斑块，为轻度局灶性管腔改变,本次腔内成像未发现目标部位晶斑，却在病变段显示中度纤维脂质斑块并伴轻度破裂征象，为中度不稳定斑块表现,本次腔内成像虽未直接看到大块结晶斑，但显示病变段存在重度偏心斑块狭窄并伴多处裂隙，提示重度高危冠脉病变,住院 + 感染抑制剂 22 号 + 介入准备,0
3030045,30,3004,1,中度冠脉血栓附着,0.4,0.75,胸痛向肩臂放散，表情痛苦大汗,近期只要稍微用力走路或上楼，就会在胸骨后左侧出现压榨样胸痛，能描述疼痛由胸前向左肩、左臂内侧甚至背部放射，持续时间比以往长，伴有明显出汗和乏力,就说“胸口这里老像憋着一团东西”，一会儿说疼到锁骨，一会儿说是整条左臂都不舒服，感觉是整块前胸的血管在堵，却没法具体说是哪段冠脉有血块,冠脉造影,血栓附着伴流速减慢，显示冠状动脉机能已明显紊乱,流速良好，暂未见冠状动脉量化异常但症状持续,本次造影未见明确壁附血栓，但在同一节段可见轻度不规则斑块伴轻度延迟充盈，为轻度局部血流异常,本次造影未显示典型血栓影，却发现病变段中度狭窄和对比剂中度滞留，为中度程度的局灶性灌注异常,本次造影虽未观察到典型附壁血栓团，但靶血管终末支呈现重度对比剂潴留和远端灌注不良，提示重度供血障碍,抗凝 + 介入溶栓,0
3030049,30,3004,2,冠脉源石闭塞,1.0,1.1,持续胸痛伴冷汗淋漓，动作受限,这次胸痛从胸骨正中偏左一线开始，压榨感剧烈向左肩、左臂和下颌放射，准确说是在左前降支供血区域持续撕扯般绞痛，已经严重影响翻身和说话,只反复说“整个胸口从中间到左边都要炸开了”，一会儿捂着前胸、一会儿抓着脖子和胳膊，说的是一大片上身都痛，具体哪支冠脉堵死本人已经无法分辨,急诊造影,无对比剂通过，证实冠状动脉急性受损需高度警惕,通畅，结果阴性却与冠状动脉危象临床不符，需结合动态观察,本次造影未见典型源石闭塞，但在靶血管远端可见轻度血流减慢和少量侧支建立，为轻度范围的灌注异常,本次造影未发现完全闭塞，却显示罪犯血管存在中度残余狭窄和TIMI2级血流，为中度再灌注但供血仍受限,本次造影虽未示完全阻塞段，但多支冠脉近远端呈重度弥漫狭窄和侧支代偿，提示重度广泛供血失衡,急诊搭桥或支架 + 去晶 + 感染抑制剂 23 号,1
3030051,30,3005,0,轻度静脉瓣松弛,0.35,0.3,下午腿部轻胀用手揉按即缓解,下午下班后小腿和小腿后侧觉得沉涨，能说出是沿着小腿内侧深静脉走行的酸胀，下垂久站时更明显，平躺抬高或者走动后就会缓解不少,就说“腿一到下午就沉得像灌了铅”，有时指着整条腿说发涨，有时说是皮肤外面鼓鼓的，分不清是浅表静脉还是深静脉里的问题,超声,反流0.5秒，提示深静脉功能轻度偏离，需结合体征判断,无反流，与深静脉常规范围一致，需结合动态观察,本次超声未见明显瓣膜关闭不全，但在腘静脉段提示轻度血流滞缓，为轻度水平的深静脉回流异常,本次超声未发现目标段瓣松弛，却在股静脉段记录到中度反流时间延长，为中度深静脉瓣功能受损,本次超声虽未测得明显瓣膜松弛，但髂静脉段示重度回流障碍和侧支循环建立，提示重度出流道功能异常,弹力袜 + 抬腿,0
3030052,30,3005,0,轻度静脉壁炎,0.33,0.35,下午腿部轻胀用手揉按即缓解,这段时间小腿内侧一条深处的血管隐隐发烫发胀，摸上去皮肤稍微有点温度高，走久了这条静脉走向会有酸痛感，但一般休息和抬高腿后就会缓解,就说“腿里好像有条筋在发烧”，一会儿指皮肤表面，一会儿又说是整片小腿在热，搞不清是浅静脉还是深静脉在发炎,超声 + CRP,壁增厚+CRP轻升，提示深静脉功能轻度偏离,正常，与深静脉常规范围一致，需结合动态观察,本次检查未见典型壁性炎症表现，但在同侧腘静脉发现轻度壁回声增厚，为轻度静脉壁改变,本次检查未示目标段轻度炎症，却发现股静脉壁中度增厚及周围轻度渗出，为中度炎症受累,本次检查虽未见局限性轻度壁炎，但髂静脉壁呈弥漫性重度增厚伴周围渗出，提示重度静脉炎表现,抗炎药 + 冷敷,0
3030053,30,3005,0,轻度血流减慢,0.32,0.4,小腿轻肿皮温尚暖,长时间坐着或者乘车后，小腿深处会觉得发麻发胀，能描述是沿着小腿后侧深静脉那条路线上行的胀滞感，站起来走几圈后这种“血不太流动”的感觉会减轻,就说“腿里好像有血堵在里面”，一会儿说是整条腿发麻发胀，一会儿又说只是脚踝往上有点堵，说不清是哪一段静脉流得慢,超声多普勒,流速下降10%，提示深静脉功能轻度偏离，需结合体征判断,正常，与深静脉常规范围一致，需结合动态观察,本次多普勒未见明显全程流速下降，但在腘静脉可见轻度呼吸性变化减弱，为轻度静脉回流动力学改变,本次多普勒未显示普遍轻度减速，却发现股静脉处血流中度受压变窄，为中度局部流量受限异常,本次多普勒虽未呈现弥漫性轻度流速降低，但在髂静脉段可见重度流速下降和波形单相化，提示重度出流受阻,低分子肝素预防,0
3030054,30,3005,1,中度静脉血栓,0.6,0.65,小腿明显肿硬色暗，移动即皱眉,近期某条腿小腿突然变粗变硬，能说出主要是在小腿后内侧深静脉走行一线，从小腿到膝窝一整段发胀发痛，下地踩地时疼痛沿着这条深静脉向上牵扯,就说“整条小腿像被塞满了东西”，一会儿指着皮肤表面青筋，一会儿又说是整条腿肚子都在痛，并不能准确区分是表浅还是深层静脉堵住了,超声,血栓附壁，部分通，显示深静脉机能已明显紊乱,无血栓，暂未见深静脉量化异常但症状持续，需结合动态观察,本次超声未见目标段典型血栓，但在腘静脉内可见轻度回声增强条带，为轻度机化血栓样改变,本次超声未示小腿深静脉血栓，却发现股静脉中部存在中度充盈缺损，为中度范围的血栓形成,本次超声虽未在下肢远端发现新发血栓，但髂静脉段可见重度充盈缺损伴管腔扩张，提示重度近端深静脉血栓,住院抗凝 + 感染抑制剂 22 号,0
3030055,30,3005,1,中度静脉结晶条,0.4,0.75,小腿明显肿硬色暗，移动即皱眉,最近走路时总觉得小腿里有一条硬绳从脚踝后内侧一直绷到膝窝，能说出这条酸痛僵硬的轨迹和深静脉走向一致，按压沿线会有条索样触痛,就说“腿里好像蜗了一根硬线”，有时又说是“筋抽住了一条”，一会儿指着皮肤外面青筋，一会儿又摸着更深处说不舒服，很难具体说明是哪一层静脉结构,触诊 + MRI,晶条沿静脉走行，显示深静脉机能已明显紊乱,触诊平软，暂未见深静脉量化异常但症状持续,本次检查未见典型结晶条影，但在同侧腘静脉内可见轻度条索样信号，为轻度纤维化样改变,本次检查未发现目标段晶体条索，却在股静脉内壁显示中度条索样增厚，为中度局限性静脉壁改变,本次检查虽未见典型结晶结构，但髂静脉主干呈重度条索样狭窄并伴远端扩张，提示重度结构性回流障碍,感染抑制剂 22 号 + 理疗,0
3030059,30,3005,2,深静脉源石堵塞,1.0,1.1,肢端青紫触痛剧烈，几乎无法站立,这次是整条患肢从小腿到大腿内侧一线都涨痛得厉害，能说出深处那条大静脉从小腿后侧一直到腹股沟位置像被硬块彻底堵住，脚趾发凉发紫，一落地痛就顺着静脉往上冲,只喊着“整条腿从脚到底都要炸开了”，一会儿指着小腿、一会儿抓着大腿根，感觉是整条腿里面的血路都全堵死了，已经说不清是哪一条具体的深静脉出问题,CT 静脉造影,静脉全闭塞，证实深静脉急性受损需高度警惕,灌注良好，结果阴性却与深静脉危象临床不符,本次造影未示完全闭塞征象，但在腘静脉段可见轻度充盈缺损和对比剂潴留，为轻度区域性流出障碍,本次造影未发现全程闭塞，却在股静脉及部分髂静脉显示中度不规则狭窄和血流绕行，为中度严重的静脉回流受限,本次造影虽未在全部深静脉见到完整堵塞柱，但髂静脉主干和部分股静脉呈重度充盈缺损伴侧支代偿，提示重度大范围深静脉阻断,机械取栓 + 源石块移除 + 感染抑制剂 23 号,1
4040011,40,4001,0,轻度口腔干燥,0.35,0.3,唇舌干裂偶吞咽困难，仍可清楚对话,最近几天总觉得嘴里发干，喝水能稍微缓解，说话时间长了舌头有点黏在上颚，刷牙时口腔前半部分会轻微刺痛,就觉得嘴巴怪干，说不清是哪儿难受，有时候感觉是喉咙干有时候又像舌头粘住,口腔镜检,牙龈含水量下降，提示口腔黏膜功能轻度偏离,湿润良好，与口腔黏膜常规范围一致，需结合动态观察,虽然这次没看到明显结晶斑，但镜下提示有轻微糜烂，可能是口腔轻度炎症所致，可先按轻症黏膜损伤随访,结晶斑虽然没在这次检查中出现，但可见黏膜片状苍白和压痛，提示中度炎症或溃疡形成，需按中症黏膜病变进一步评估,本次检查未见本病特征结晶或大片干燥，但发现黏膜大片脱屑及出血点，已接近重度口腔损伤范畴，应按重症黏膜破坏处理,漱口 + 唾液替代液,0
4040012,40,4001,0,轻度口腔炎,0.33,0.35,唇舌干裂偶吞咽困难，仍可清楚对话,这段时间牙龈和舌头靠近后牙的位置吃东西就会有点刺痛，尤其是碰到硬的和辣的，早上刷牙时能摸到几块很小的红点,就是觉得嘴巴火辣辣的，一会儿说是牙疼一会儿说是舌头疼，感觉整个嘴里都有点“烂掉”的味道,口腔镜,局部充血，提示口腔黏膜功能轻度偏离，需结合体征判断,黏膜正常，与口腔黏膜常规范围一致，需结合动态观察,镜下虽然没有看到本病对应的弥漫性红肿，但发现局限性轻度糜烂，更符合轻症口腔表面损伤，可先按轻度黏膜破损处理,本次虽未见典型弥漫炎症，却发现黏膜水肿较重、压痛明显，提示中度口腔炎或早期溃疡，应按中症炎症随访与治疗,检查结果虽不典型，但可见大片黏膜坏死边缘与渗出，已接近重度口腔溃疡表现，应按重症口腔黏膜破坏警惕处理,含漱液 + 抗炎膏,0
