cid,system_id,part_id,severity_level,name,weight,normal_medicine_bonus,appearance_indicator,patient_statement_clear,patient_statement_vague,exam_method,exam_result_positive,exam_result_negative,recheck_hint_mild,recheck_hint_moderate,recheck_hint_severe,treatment_plan,requires_surgery
3010011,30,3001,0,左心房源石性舒张轻度受限,0.35,0.03,无可见异常，偶见轻微唇色苍白,最近总觉得深呼吸不太过气，平躺的时候左胸这边有点胀，往右侧躺会好一点，走路慢慢走还能坚持，主要是胸口轻微压迫感,老觉得“气堵在心口”，说不清是累的还是紧张，偶尔会说整上半身都发涨,经胸超声心动图 + 组织多普勒,多普勒示左心房充盈期轻度减慢，房壁局灶高回声条索影，提示舒张功能轻度受限,心腔充盈与瓣膜开启顺畅，组织多普勒波形在参考范围，未见源石样高回声,本次超声未能直接证实舒张受限，但可见左心房内轻度涡流与壁运动不均，提示同部位存在其他轻症级别血流动力学异常,本次超声未能直接证实舒张受限，却发现左心房压力中度升高，提示同部位可能合并中症级别负荷过重或瓣膜病变,本次超声未能直接证实舒张受限，却提示左心房存在重度压力升高及反流信号，说明同部位已合并重症级别心功能障碍,门诊源石抑制剂 21 号微量维持 + 舒张功能改善药物，配合心肺耐力训练与睡姿调整,0
3010012,30,3001,0,轻度左心房结晶性传导延迟,0.3,0.032,无可见异常，偶有轻微心悸时表情紧张,最近有时候会突然心慌一下，像心脏漏跳半拍，位置就在左胸靠中间，不会疼，就是一阵阵空落落的感觉，很快又恢复正常,她形容成“心有时候会抖一下”，还说像整个人被吓一跳，搞不清是胃在跳还是心在跳,动态心电图（24 小时 Holter）,Holter 显示间断房性早搏与短阵房扑，P 波形态轻度异常，提示左心房传导轻度受累,动态心电记录基本稳定，仅偶发窦性心动过速，未见房性异位或扑动,当前 Holter 未能直接证实结晶性传导延迟，但在左房导联可见轻度散在性传导不均，提示同部位存在其他轻症级别电活动异常,当前 Holter 未能直接证实结晶性传导延迟，却提示左房存在中度频发房早与短阵房颤，说明同部位合并中症级别节律失常,当前 Holter 未能直接证实结晶性传导延迟，却显示持续房颤伴心室率失控，提示同部位已存在重症级别心律危象,门诊节律控制药物 + 低剂量源石抑制剂 21 号，建议减少兴奋性饮品并定期随访心电监测,0
3010013,30,3001,1,左心房小片源石结晶斑,0.55,0.065,左前胸偶见浅表静脉轻度怒张，活动后呼吸略急,这段时间一走快一点就觉得左胸这块压得慌，像有块石头卡在胸骨后面，气儿往上冲又冲不过去，偶尔还会有一点刺痛，休息几分钟会慢慢缓解,她说是“整条前胸到锁骨下面都闷”，有时候把不适说成是嗓子口堵着，形容得比较含糊,经食道超声心动图 + CT 低剂量增强,经食道超声见左心房后壁多发小片高密度结晶斑贴壁，心房腔容积轻中度增大，CT 增强信号与源石密度相符,左心房轮廓与壁厚正常，未见异常高密度或腔内容物，收缩舒张协调,本次检查未能直接证实结晶斑，但示左心房内存在轻度回声增强与壁不规则，提示同部位有其他轻症级别结构异常,本次检查未能直接证实结晶斑，却显示左心房中度扩张伴明显壁不均，提示同部位合并中症级别负荷性或炎症性改变,本次检查未能直接证实结晶斑，却发现左心房存在重度扩张与壁增厚，提示同部位已合并重症级别心房重构,住院短期监护，静脉源石抑制剂 22 号 + 抗凝治疗，视心功能情况调整负荷并限制剧烈活动,0
3010014,30,3001,1,源石性左心房房颤前期,0.45,0.07,坐位时偶见颈静脉轻度搏动增强，表情易疲惫,近一两周老是心口扑通扑通乱跳，位置就在左胸偏中间，偶尔会有一阵子跳得特别快，人会有点头晕乏力，需要坐下来缓一缓,她会说“整个人突然被心跳带着往前冲”，感觉胸口和喉咙一块在抖，也分不清是紧张还是病,动态心电图 + 负荷试验,Holter 显示频发房性早搏及成串短阵房扑，负荷后房率明显不稳定，P 波形态受源石样传导通路牵拉,运动负荷心电未见房扑或显著节律紊乱，仅在高负荷段出现窦性心动过速,本次检查未能直接证实房颤前期，但提示左心房存在轻度激动起搏点异常，属于同部位其他轻症级别节律失常,本次检查未能直接证实房颤前期，却发现左心房存在中度房扑与心房率不齐，提示同部位合并中症级别心律不稳,本次检查未能直接证实房颤前期，却显示持续房颤伴心功能不全征象，说明同部位已存在重症级别心律危象,短期留观监护下使用节律控制药 + 22 号源石抑制剂调整传导，必要时同步行射频消融前评估,0
3010015,30,3001,2,左心房弥漫性源石硬化重度扩张,1.0,0.11,静息时可见颈静脉明显怒张，端坐呼吸，双唇轻度发绀,现在稍微一平躺就喘不过气，只能半坐着睡，左胸这里一直像被东西撑到快裂开，人很容易乏力，走几步就大口喘气，小腿还有水肿,她只能反复说“心口要爆了、整个人被压住”，只会把呼吸困难和胸闷混在一起，具体部位和程度已经说不清楚,经食道超声心动图 + 心脏 CT 三维重建,影像显示左心房腔明显扩张，壁广泛高密度源石样硬化，心耳接近钙化封闭，收缩舒张功能严重受限并累及邻近结构,左心房大小与壁回声均在正常范围，未见结晶或硬化影像，心功能评估与年龄相符,本次检查未能直接证实弥漫硬化，却发现左心房有轻度壁增厚与活动度降低，提示同部位存在其他轻症级别结构损害,本次检查未能直接证实弥漫硬化，却提示左心房中度扩张，伴心耳内血栓样回声，说明同部位合并中症级别血栓形成或心房重构,本次检查未能直接证实弥漫硬化，却见左心房壁重度僵硬伴邻近肺静脉回流受阻，提示同部位已存在重症级别心功能衰竭,在加强监护下行开胸左心房减容与源石硬化灶切除手术，术前应用 22/23 号源石抑制剂及抗凝稳定血流动力学，术后进入心外监护病房持续节律与容量管理,1
3010020,30,3002,0,轻度左心室壁源石微钙化,0.35,0.03,无可见异常，活动后心率略快,最近上两层楼就会觉得左下胸位置有点紧，像被什么勒了一圈，但停下来休息一会儿就不难受了，没有明显绞痛,她只说“整个左边胸口容易累”，有时候把感觉说成是“肺子不太好”，并不能准确指出是在心脏下面,心脏超声 + 心肌标志物,超声见左心室前壁局灶性点状高回声，收缩功能总体正常，心肌标志物在参考上限附近波动,心脏超声明显未见壁部异常回声，室壁运动均匀，心肌标志物水平稳定在正常范围,本次检查未能直接证实微钙化，但左室局部应变轻度降低，提示同部位存在其他轻症级别心肌受累,本次检查未能直接证实微钙化，却提示左室前壁运动中度减弱，说明同部位合并中症级别缺血或炎症病变,本次检查未能直接证实微钙化，却发现左室整体射血分数明显下降，提示同部位已存在重症级别心功能不全,门诊口服源石抑制剂 21 号 + 轻度心肌营养药物，配合运动强度评估和定期复查超声,0
3010021,30,3002,0,轻度左心室舒张功能受损,0.35,0.03,无可见异常，偶见轻度乏力神情,这段时间晚上平躺的时候左胸会有一点闷，深呼吸会好些，白天走路慢慢走没问题，就是感觉体力比之前差了一点,她会说“胸口这块老是涨涨的，躺下更明显”，有时候把不适说成“整条肋骨都在发紧”，定位比较模糊,心脏超声多普勒 + NT-proBNP 检测,多普勒示左室充盈速度轻度减慢，E/A 比例轻度异常，NT-proBNP 边缘升高，提示早期舒张功能异常,左室充盈曲线与组织多普勒波形均在参考范围，NT-proBNP 正常，未见舒张受损证据,本次检查未能直接证实舒张受损，但显示左室应变曲线在局部节段轻度异常，提示同部位存在其他轻症级别心肌改变,本次检查未能直接证实舒张受损，却发现左室舒张末压中度升高，提示同部位合并中症级别心脏负荷增加,本次检查未能直接证实舒张受损，却显示左室舒张顺应性严重下降，提示同部位已存在重症级别心衰改变,门诊调整液体摄入与作息，采用低剂量利尿剂 21 号辅助 + 源石抑制剂维持，建议定期心功能随访,0
3010022,30,3002,0,轻度左心室下壁源石浸润性疼痛,0.3,0.032,无可见异常，就诊时常用手按压左下胸部位,最近偶尔会在左下胸靠心口偏下一点的地方出现刺一下的痛，持续几秒就过去，不会放射到别处，休息和深呼吸都能缓解,她把疼痛描述成“整块胸下面被针扎一下”，有时又说是“胃和心一起抽一下”，不太分得清具体位置,运动平板试验 + 心电图,运动试验中左胸下部区域导联偶见轻度 ST-T 改变，提示下壁受微量源石浸润影响疼痛敏感性,运动平板心电各阶段曲线平稳，未见 ST-T 改变，运动耐量与同龄女性相当,本次检查未能直接证实浸润性疼痛，但示下壁导联在高负荷段有轻度非特异性变化，提示同部位存在其他轻症级别缺血样改变,本次检查未能直接证实浸润性疼痛，却发现下壁导联中度 ST 段压低，提示同部位合并中症级别心肌缺血,本次检查未能直接证实浸润性疼痛，却显示下壁导联严重 ST 改变与心律不稳，提示同部位已存在重症级别急性心肌损害,门诊对症镇痛与源石抑制剂 21 号口服，联合生活方式干预与定期运动处方评估,0
3010023,30,3002,1,左心室前壁源石结晶性运动减弱,0.55,0.065,轻度活动后可见面色苍白与呼吸加快,最近一上坡或者快走就会觉得左胸正中偏上一点发闷，有时候会放射到左肩，疼感是压榨样的，大概五六分钟缓解,她说“前面这整块胸包括肩膀都被压着”，有时夸张成“连背后都闷”，具体哪一块先开始不舒服记不清,心肌超声斑点追踪成像 + 心肌灌注显像,斑点追踪提示左心室前壁局部运动幅度明显减弱，心肌灌注图上可见对应节段源石样低灌注区,心室各壁节段运动协调，斑点追踪应变均匀，灌注显像未见局灶缺损或异常密度,本次检查未能直接证实结晶性运动减弱，但示前壁节段有轻度应变降低，提示同部位存在其他轻症级别心肌病变,本次检查未能直接证实结晶性运动减弱，却发现前壁较大范围运动中度受限，提示同部位合并中症级别缺血或炎性改变,本次检查未能直接证实结晶性运动减弱，却显示前壁广泛运动消失和重度低灌注，提示同部位已存在重症级别心肌坏死,短期住院心电与血流动力学监护，静脉源石抑制剂 22 号 + 抗缺血药物，必要时准备行冠脉介入前心功能优化,0
3010024,30,3002,1,源石性左心室应激性心肌炎,0.45,0.07,轻度疲惫貌，活动后面色潮红伴出汗增多,近一两周稍微快走就会觉得心口这块钝钝地疼，位置在左胸偏中心，伴随整个人发热一样的乏力，有时还会一阵阵心慌,她大多说“像整颗心都被火烤”，会把身体发热、乏力、胸闷混在一起描述，很难分开讲,心肌酶谱 + 心脏 MRI,心肌酶谱轻中度升高，心脏 MRI 显示左室壁斑片状延迟强化，部分区域可见源石样结晶影，符合活动性心肌炎表现,心肌酶谱在正常范围，心脏 MRI 未见强化或结晶影像，心肌信号均匀,本次检查未能直接证实应激性心肌炎，但可见左室局灶轻度水肿信号，提示同部位存在其他轻症级别心肌受损,本次检查未能直接证实应激性心肌炎，却发现左室多个节段中度水肿与功能减弱，提示同部位合并中症级别弥漫炎性病变,本次检查未能直接证实应激性心肌炎，却显示左室弥漫强化与严重功能抑制，提示同部位已存在重症级别心功能衰竭,住院心肌保护与抗炎联合方案，静脉给予 22 号源石抑制剂 + 心肌营养药物，限制体力活动并严密监测心功能,0
3010025,30,3002,2,左心室广泛源石硬化性心力衰竭,1.0,0.11,可见明显端坐呼吸，双踝凹陷性水肿，发绀明显,现在几乎走不了几步就要停下来喘，大部分时间只能半坐着，左胸整块都在剧烈发闷压迫，像被铁板压住，晚上平躺立刻憋醒,她只能反复喊“心口要炸了、整个人要塌掉”，疼痛、喘不过气和全身无力混在一起，只能靠抓住床栏和用力呼吸表达难受,心脏 MRI + 超声心动图 + 右心导管检查,影像显示左室壁弥漫性高密度源石样硬化，腔室明显扩张，射血分数严重下降，右心导管测压提示肺动脉压及左室充盈压显著升高,心脏 MRI 与超声均示左室形态与功能在正常范围，导管测压参数无异常，未见硬化或衰竭证据,本次检查未能直接证实广泛硬化，却提示左室存在轻度腔室扩大与收缩功能轻度减弱，说明同部位有其他轻症级别心肌疾病,本次检查未能直接证实广泛硬化，却发现左室中度扩张与射血分数明显降低，提示同部位合并中症级别心功能不全,本次检查未能直接证实广泛硬化，却见左室形态严重改变并累及右心及肺循环，提示同部位已存在重症级别终末期心衰,在多学科团队评估下行左室减容与源石硬化灶大面积切除术，必要时同步植入辅助循环装置；术前应用 22/23 号源石抑制剂、利尿剂与血流动力学优化方案，术后进入重症监护病房进行心功能与器官灌注严密监护,1
